epoch,step,train_acc,train_loss,val_acc,val_loss
7,6249,,0.09317578375339508,,
7,6299,,0.24902284145355225,,
7,6349,,0.14937461912631989,,
7,6399,,0.06052878499031067,,
7,6449,,0.1313929706811905,,
7,6499,,0.1599542498588562,,
7,6549,,0.078974649310112,,
7,6599,,0.07362538576126099,,
7,6649,,0.03743623197078705,,
7,6699,,0.1001051515340805,,
7,6749,,0.12311486899852753,,
7,6799,,0.057411838322877884,,
7,6849,,0.05039828643202782,,
7,6871,,,0.9603999853134155,0.1366974413394928
7,6871,0.9678587317466736,,,
8,6899,,0.05524502322077751,,
8,6949,,0.1912112683057785,,
8,6999,,0.12041103839874268,,
8,7049,,0.18911996483802795,,
8,7099,,0.13510341942310333,,
8,7149,,0.1749262660741806,,
8,7199,,0.24840661883354187,,
8,7249,,0.11458471417427063,,
8,7299,,0.04333849996328354,,
8,7349,,0.07000426948070526,,
8,7399,,0.12408857047557831,,
8,7449,,0.2177223265171051,,
8,7499,,0.028160450980067253,,
8,7549,,0.06965192407369614,,
8,7599,,0.12684272229671478,,
8,7649,,0.0509384386241436,,
8,7699,,0.08370168507099152,,
8,7730,,,0.9567999839782715,0.13817870616912842
8,7730,0.9713329672813416,,,
9,7749,,0.06164827570319176,,
9,7799,,0.07381425052881241,,
9,7849,,0.07467269152402878,,
9,7899,,0.04876739904284477,,
9,7949,,0.0558486208319664,,
9,7999,,0.08341536670923233,,
9,8049,,0.1077083870768547,,
9,8099,,0.06946143507957458,,
9,8149,,0.1511530876159668,,
9,8199,,0.12586310505867004,,
9,8249,,0.21289344131946564,,
9,8299,,0.2529250681400299,,
9,8349,,0.19642598927021027,,
9,8399,,0.11466632038354874,,
9,8449,,0.07415793836116791,,
9,8499,,0.053772810846567154,,
9,8549,,0.18821926414966583,,
9,8589,,,0.9628000259399414,0.1278958022594452
9,8589,0.9734793305397034,,,
10,8599,,0.07328823208808899,,
10,8649,,0.020321613177657127,,
10,8699,,0.13686786592006683,,
10,8749,,0.05343138054013252,,
10,8799,,0.049433059990406036,,
10,8849,,0.06685677915811539,,
10,8899,,0.0314723365008831,,
10,8949,,0.09943151473999023,,
10,8999,,0.10474908351898193,,
10,9049,,0.13227231800556183,,
10,9099,,0.05941041186451912,,
10,9149,,0.13655628263950348,,
10,9199,,0.05650994926691055,,
10,9249,,0.13526566326618195,,
10,9299,,0.07046852260828018,,
10,9349,,0.02963859587907791,,
10,9399,,0.07986127585172653,,
10,9448,,,0.9610000252723694,0.12718038260936737
10,9448,0.9755347967147827,,,
11,9449,,0.045187655836343765,,
11,9499,,0.04451791197061539,,
11,9549,,0.06126111373305321,,
11,9599,,0.14291012287139893,,
11,9649,,0.047968119382858276,,
11,9699,,0.023099973797798157,,
11,9749,,0.08258062601089478,,
11,9799,,0.03184865042567253,,
11,9849,,0.10593173652887344,,
11,9899,,0.07984795421361923,,
11,9949,,0.08813334256410599,,
11,9999,,0.08860953152179718,,
11,10049,,0.04082748293876648,,
11,10099,,0.1582258641719818,,
11,10149,,0.018668189644813538,,
11,10199,,0.11663845926523209,,
11,10249,,0.16000086069107056,,
11,10299,,0.055419921875,,
11,10307,,,0.9657999873161316,0.11589891463518143
11,10307,0.9770627021789551,,,
12,10349,,0.048305246978998184,,
12,10399,,0.24789051711559296,,
12,10449,,0.08849781006574631,,
12,10499,,0.1451539695262909,,
12,10549,,0.046284664422273636,,
12,10599,,0.0748361274600029,,
12,10649,,0.03471069782972336,,
12,10699,,0.07802868634462357,,
12,10749,,0.04363733530044556,,
12,10799,,0.09931387007236481,,
12,10849,,0.020630082115530968,,
12,10899,,0.10979960113763809,,
12,10949,,0.13315390050411224,,
12,10999,,0.11590686440467834,,
12,11049,,0.036126233637332916,,
12,11099,,0.039821427315473557,,
12,11149,,0.08717761933803558,,
12,11166,,,0.9648000001907349,0.11209139227867126
12,11166,0.9792454838752747,,,
13,11199,,0.02045423351228237,,
13,11249,,0.2645321786403656,,
13,11299,,0.09716429561376572,,
13,11349,,0.08620084077119827,,
13,11399,,0.03364212438464165,,
13,11449,,0.049494821578264236,,
13,11499,,0.1322157233953476,,
13,11549,,0.12267448753118515,,
13,11599,,0.04402414709329605,,
13,11649,,0.1679428219795227,,
13,11699,,0.05159053951501846,,
13,11749,,0.018335962668061256,,
13,11799,,0.24139496684074402,,
13,11849,,0.10840447247028351,,
13,11899,,0.030714277178049088,,
13,11949,,0.029835989698767662,,
13,11999,,0.021775584667921066,,
13,12025,,,0.9648000001907349,0.12255233526229858
13,12025,0.9795183539390564,,,
14,12049,,0.030397512018680573,,
14,12099,,0.02775065414607525,,
14,12149,,0.09907101094722748,,
14,12199,,0.013881087303161621,,
14,12249,,0.04927753657102585,,
14,12299,,0.02953510545194149,,
14,12349,,0.09449905902147293,,
14,12399,,0.09474226087331772,,
14,12449,,0.06494910269975662,,
14,12499,,0.12984731793403625,,
14,12549,,0.022791223600506783,,
14,12599,,0.017836730927228928,,
14,12649,,0.06735105067491531,,
14,12699,,0.015681644901633263,,
14,12749,,0.022986842319369316,,
14,12799,,0.07618849724531174,,
14,12849,,0.015031790360808372,,
14,12884,,,0.9666000008583069,0.11616723984479904
14,12884,0.9825014472007751,,,
